,Community,Community Latitude,Community Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1513,Edgewater,41.9833689,-87.66395159999999,Edge Theatre Off Broadway,41.981647,-87.659189,Theater
1514,Edgewater,41.9833689,-87.66395159999999,Merry Musicmakers,41.98103713989258,-87.66861724853516,Music Venue
1515,Edgewater,41.9833689,-87.66395159999999,The Blue Theater,41.98262463175571,-87.66995322320929,Theater
1516,Edgewater,41.9833689,-87.66395159999999,Redtwist Theatre,41.98370016094636,-87.65702569125423,Theater
1517,Edgewater,41.9833689,-87.66395159999999,Edgewater Historical Society,41.98007711612088,-87.66993158346676,History Museum
1518,Edgewater,41.9833689,-87.66395159999999,Chicago Shakespeare,41.98910596846255,-87.66005167812759,Theater
1519,Edgewater,41.9833689,-87.66395159999999,Gus Giordano Dance School,41.97718503058287,-87.66886035413941,Dance Studio
1520,Edgewater,41.9833689,-87.66395159999999,Las Manos Gallery,41.97683442187747,-87.66828940573976,Art Gallery
1521,Edgewater,41.9833689,-87.66395159999999,The Jackalope Frontier,41.99012833682587,-87.65873911586743,Theater
1522,Edgewater,41.9833689,-87.66395159999999,Barrel Of Monkeys Office,41.975985697777084,-87.66941871029438,Theater
1523,Edgewater,41.9833689,-87.66395159999999,the raven theater,41.993126000000004,-87.670456,Theater
1524,Edgewater,41.9833689,-87.66395159999999,Eagle Leather Head 2 Toe Tattooing and Body Pierci,41.972749,-87.667969,Art Gallery
1525,Edgewater,41.9833689,-87.66395159999999,John Batdorff Photography,41.97618368889594,-87.67669755092622,Art Gallery
1526,Edgewater,41.9833689,-87.66395159999999,Podcast Studio,41.97313757907655,-87.65572679825412,Music Venue
1527,Edgewater,41.9833689,-87.66395159999999,North Lakeside Cultural Center,41.994923,-87.655491,Performing Arts Venue
1528,Edgewater,41.9833689,-87.66395159999999,Uptown Theatre,41.969547,-87.660055,Theater
1529,Edgewater,41.9833689,-87.66395159999999,Blue Video Rental and Sales,41.997952000000005,-87.66713,Movie Theater
1530,Edgewater,41.9833689,-87.66395159999999,Kentalago Productions,41.976271000000004,-87.681686,Multiplex
1531,Edgewater,41.9833689,-87.66395159999999,The Kinetic Playground,41.969018941138835,-87.65817047158079,Music Venue
1532,Edgewater,41.9833689,-87.66395159999999,National Past Time Theatre,41.96913009916903,-87.65410779179389,Theater
1533,Edgewater,41.9833689,-87.66395159999999,National Pastime Theater - Great Hall,41.96908619773964,-87.6539684780679,Theater
1534,Edgewater,41.9833689,-87.66395159999999,Bloody Bloody Andrew Jackson,41.969027811245674,-87.65407888931948,Indie Theater
1535,Edgewater,41.9833689,-87.66395159999999,Lakeside Pride,41.96904787667795,-87.65396535707441,Music Venue
1536,Edgewater,41.9833689,-87.66395159999999,Newhart Family Theatre,41.998806402840685,-87.65676714660668,Theater
1537,Edgewater,41.9833689,-87.66395159999999,The Haitian-American Museum of Chicago,41.966984000000004,-87.660044,History Museum
1538,Edgewater,41.9833689,-87.66395159999999,Texture Dance Studio,41.967397,-87.65658499999999,Dance Studio
1539,Edgewater,41.9833689,-87.66395159999999,The Understudy,41.96629,-87.667016,Indie Theater
